location_name,longitude,latitude,acres,year,species_name,stagename,numberstocked
RILEY RESERVOIR,-82.933241,40.827245,31,2019,Saugeye,Fingerlings,3246
METZGER RESERVOIR,-84.055351,40.741409,157,2019,Saugeye,Fingerlings,16771
FERGUSON RESERVOIR,-84.044266,40.732342,308,2019,Saugeye,Fingerlings,31107
LOST CREEK RESERVOIR,-84.067431,40.744618,131,2019,Saugeye,Fingerlings,26929
BERLIN LAKE,-81.002592,41.046758,3132,2019,Walleye,Fingerlings,316282
LAKE MILTON,-80.977591,41.127257,1694,2019,Walleye,Fingerlings,119964
HOOVER RESERVOIR,-82.881928,40.108163,2884,2019,Walleye,Fingerlings,288728
C.J. BROWN RESERVOIR,-83.747149,39.950608,1964,2019,Walleye,Fingerlings,235752
PYMATUNING LAKE,-80.501181,41.516953,16349,2019,Walleye,Fingerlings,293378
LAKE MILTON,-80.977591,41.127257,1694,2019,Walleye,Fingerlings,50225
C.J. BROWN RESERVOIR,-83.747149,39.950608,1964,2019,Walleye,Fingerlings,124766
PAINT CREEK LAKE,-83.354080,39.250837,1177,2019,Saugeye,Fingerlings,105542
CAESAR CREEK LAKE,-84.061277,39.484992,2806,2019,Saugeye,Fingerlings,87704
ACTON LAKE,-84.734460,39.557816,592,2019,Saugeye,Fingerlings,172434
EAST FORK LAKE,-84.151688,39.022284,2107,2019,Saugeye,Fingerlings,264597
ROCKY FORK LAKE,-83.439915,39.185034,1953,2019,Saugeye,Fingerlings,105542
TAPPAN LAKE,-81.225939,40.359266,2274,2019,Saugeye,Fingerlings,229330
LEESVILLE LAKE,-81.194548,40.468665,1011,2019,Saugeye,Fingerlings,79662
ATWOOD LAKE,-81.285772,40.526523,1563,2019,Saugeye,Fingerlings,158117
CHARLES MILL RESERVOIR,-82.365997,40.740854,1347,2019,Saugeye,Fingerlings,67592
EAST FORK LAKE,-84.151688,39.022284,2107,2019,Hybrid-Striped Bass,Fry,1050000
OHIO RIVER PIKE ISLAND POOL,NULL,NULL,N/A,2019,Hybrid-Striped Bass,Fingerlings,30404
OHIO RIVER HANNIBAL POOL,NULL,NULL,N/A,2019,Hybrid-Striped Bass,Fingerlings,40948
OHIO RIVER BELLEVILLE POOL,NULL,NULL,N/A,2019,Hybrid-Striped Bass,Fingerlings,46151
OHIO RIVER RACINE POOL,NULL,NULL,N/A,2019,Hybrid-Striped Bass,Fingerlings,30856
OHIO RIVER GREENUP POOL,NULL,NULL,N/A,2019,Hybrid-Striped Bass,Fingerlings,57054
OHIO RIVER MELDAHL POOL,NULL,NULL,N/A,2019,Hybrid-Striped Bass,Fingerlings,112635
MALABAR FARM SP POND,NULL,NULL,2,2019,Channel Catfish,Catchable,549
FINDLAY RESERVOIR #2,-83.571596,41.010014,644,2019,Yellow Perch,Fingerlings,162748
FINDLAY RESERVOIR #1,-83.565485,41.008315,186,2019,Yellow Perch,Fingerlings,47702
FERGUSON RESERVOIR,-84.044266,40.732342,308,2019,Yellow Perch,Fingerlings,16836
CLENDENING LAKE,-81.276497,40.268967,1702,2019,Saugeye,Fingerlings,168688
PIEDMONT LAKE,-81.213162,40.190368,2370,2019,Saugeye,Fingerlings,221318
SALT FORK LAKE,-81.557065,40.104771,3060,2019,Saugeye,Fingerlings,265852
FINDLAY RESERVOIR #1,-83.565485,41.008315,186,2019,Saugeye,Fingerlings,18893
FINDLAY RESERVOIR #2,-83.571596,41.010014,644,2019,Saugeye,Fingerlings,64776
DEER CREEK LAKE,-83.244914,39.605639,1301,2019,Saugeye,Fingerlings,62077
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,2019,Saugeye,Fingerlings,80970
BUCKEYE LAKE,-82.488212,39.927860,2851,2019,Saugeye,Fingerlings,143047
BUCKEYE LAKE,-82.488212,39.927860,2851,2019,Saugeye,Fingerlings,34560
DILLON LAKE,-82.082083,39.990866,1279,2019,Saugeye,Fingerlings,66240
WILLS CREEK LAKE,-81.850408,40.157271,375,2019,Saugeye,Fingerlings,28800
OUTHWAITE RESERVOIR,-82.935716,40.835628,148,2019,Yellow Perch,Fingerlings,39078
NEW LONDON RESERVOIR,-82.419436,41.066138,212,2019,Yellow Perch,Fingerlings,54275
WILLARD RESERVOIR,-82.665177,41.057248,199,2019,Yellow Perch,Fingerlings,49933
RACCOON CREEK RESERVOIR,-82.976303,41.287540,36,2019,Yellow Perch,Fingerlings,13026
SHELBY RESERVOIR #3,-82.652779,40.909478,51,2019,Yellow Perch,Fingerlings,15197
BEAVER CREEK RESERVOIR,-83.020030,41.241359,110,2019,Yellow Perch,Fingerlings,28223
VETS MEMORIAL RESERVOIR,-83.455482,41.133320,157,2019,Yellow Perch,Fingerlings,40164
FERGUSON RESERVOIR,-84.044266,40.732342,308,2019,Yellow Perch,Fingerlings,60788
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2019,Yellow Perch,Fingerlings,35822
METZGER RESERVOIR,-84.055351,40.741409,157,2019,Yellow Perch,Fingerlings,40107
LIMA LAKE,-84.050626,40.757473,87,2019,Yellow Perch,Fingerlings,22128
FINDLAY RESERVOIR #1,-83.565485,41.008315,186,2019,Walleye,Fingerlings,28840
FINDLAY RESERVOIR #2,-83.571596,41.010014,644,2019,Walleye,Fingerlings,74984
FERGUSON RESERVOIR,-84.044266,40.732342,308,2019,Walleye,Fingerlings,40376
BRESLER RESERVOIR,-84.229082,40.730660,582,2019,Walleye,Fingerlings,80752
LADUE RESERVOIR,-81.186490,41.406954,1478,2019,Walleye,Fingerlings,324744
NEW LONDON RESERVOIR,-82.419436,41.066138,212,2019,Walleye,Fingerlings,45604
WILLARD RESERVOIR,-82.665177,41.057248,199,2019,Walleye,Fingerlings,7016
SHELBY RESERVOIR #3,-82.652779,40.909478,51,2019,Walleye,Fingerlings,7016
C.J. BROWN RESERVOIR,-83.747149,39.950608,1964,2019,Walleye,Fingerlings,70860
EASTWOOD LAKE,-84.145686,39.782494,196,2019,Yellow Perch,Fingerlings,50076
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2019,Yellow Perch,Fingerlings,21186
PYMATUNING LAKE,-80.501181,41.516953,16349,2019,Walleye,Fingerlings,121643
MOSQUITO LAKE,-80.758136,41.300057,7204,2019,Walleye,Fingerlings,44685
KNOX LAKE,-82.526554,40.496456,476,2019,Yellow Perch,Fingerlings,119082
MARYSVILLE UPGROUND RESERVOIR,-83.397411,40.263621,155,2019,Yellow Perch,Fingerlings,38802
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2019,Yellow Perch,Fingerlings,13380
JACKSON CITY RESERVOIR,-82.684611,39.056465,162,2019,Yellow Perch,Fingerlings,43452
BELMONT LAKE,-81.008987,40.033671,109,2019,Yellow Perch,Fingerlings,30672
WOLF RUN LAKE,-81.548180,39.790673,208,2019,Yellow Perch,Fingerlings,56232
LAKE HOPE,-82.356263,39.320068,134,2019,Yellow Perch,Fingerlings,38340
KISER LAKE,-83.981882,40.197181,394,2019,Yellow Perch,Fingerlings,112464
WASHINGTON COURT HOUSE UPGROUND,-83.459111,39.551870,36,2019,Yellow Perch,Fingerlings,15330
WELLINGTON UPGROUND RESERVOIR,-82.228769,41.152851,159,2019,Yellow Perch,Fingerlings,43080
OBERLIN RESERVOIR,-82.178209,41.275049,56,2019,Yellow Perch,Fingerlings,17232
VAN WERT RESERVOIR #1,-84.579849,40.849321,61,2019,Yellow Perch,Fingerlings,19386
VAN WERT RESERVOIR #2,NULL,NULL,100,2019,Yellow Perch,Fingerlings,30156
DELPHOS-GILLMOR RESERVOIR,-84.363995,40.877874,49,2019,Yellow Perch,Fingerlings,16807
ARCHBOLD RESERVOIR #2,-84.289382,41.518929,43,2019,Yellow Perch,Fingerlings,14406
YELLOW CREEK RESERVOIR,NULL,NULL,42,2019,Yellow Perch,Fingerlings,14406
WAUSEON RESERVOIR #2,-84.149402,41.511667,50,2019,Yellow Perch,Fingerlings,16807
NETTLE LAKE,-84.730407,41.679601,115,2019,Yellow Perch,Fingerlings,31213
METZGER RESERVOIR,-84.055351,40.741409,157,2019,Yellow Perch,Fingerlings,26026
FERGUSON RESERVOIR,-84.044266,40.732342,308,2019,Yellow Perch,Fingerlings,37180
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2019,Yellow Perch,Fingerlings,61347
PLEASANT HILL LAKE,-82.324884,40.622857,783,2019,Saugeye,Fingerlings,65034
KNOX LAKE,-82.526554,40.496456,476,2019,Yellow Perch,Fingerlings,61968
MARYSVILLE UPGROUND RESERVOIR,-83.397411,40.263621,155,2019,Yellow Perch,Fingerlings,20656
KISER LAKE,-83.981882,40.197181,394,2019,Yellow Perch,Fingerlings,51640
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2019,Yellow Perch,Fingerlings,129100
WAUSEON RESERVOIR #2,-84.149402,41.511667,50,2019,Yellow Perch,Fingerlings,10665
ARCHBOLD RESERVOIR #2,-84.289382,41.518929,43,2019,Yellow Perch,Fingerlings,10665
VAN WERT RESERVOIR #1,-84.579849,40.849321,61,2019,Yellow Perch,Fingerlings,10665
VAN WERT RESERVOIR #2,NULL,NULL,100,2019,Yellow Perch,Fingerlings,14220
DELPHOS-GILLMOR RESERVOIR,-84.363995,40.877874,49,2019,Yellow Perch,Fingerlings,10665
WELLINGTON UPGROUND RESERVOIR,-82.228769,41.152851,159,2019,Yellow Perch,Fingerlings,21075
OBERLIN RESERVOIR,-82.178209,41.275049,56,2019,Yellow Perch,Fingerlings,10968
FINDLAY RESERVOIR #1,-83.565485,41.008315,186,2019,Yellow Perch,Fingerlings,23001
FINDLAY RESERVOIR #2,-83.571596,41.010014,644,2019,Yellow Perch,Fingerlings,79827
LIMA LAKE,-84.050626,40.757473,87,2019,Yellow Perch,Fingerlings,10824
EASTWOOD LAKE,-84.145686,39.782494,196,2019,Yellow Perch,Fingerlings,6765
BUCKEYE LAKE,-82.488212,39.927860,2851,2019,Yellow Perch,Fingerlings,58179
BELMONT LAKE,-81.008987,40.033671,109,2019,Yellow Perch,Fingerlings,14883
WOLF RUN LAKE,-81.548180,39.790673,208,2019,Yellow Perch,Fingerlings,27060
OTTAWA RESERVOIR,-84.021753,41.014453,20,2019,Saugeye,Fingerlings,6114
LIMA LAKE,-84.050626,40.757473,87,2019,Saugeye,Fingerlings,9171
LAKE LECOMTE,-83.447149,41.115821,137,2019,Saugeye,Fingerlings,46283
FINDLAY RESERVOIR #2,-83.571596,41.010014,644,2019,Saugeye,Fingerlings,39301
FINDLAY RESERVOIR #1,-83.565485,41.008315,186,2019,Saugeye,Fingerlings,22077
MCCOMB RESERVOIR #2,-83.779104,41.106120,20,2019,Saugeye,Fingerlings,4400
VETS MEMORIAL RESERVOIR,-83.455482,41.133320,157,2019,Saugeye,Fingerlings,26686
KISER LAKE,-83.981882,40.197181,394,2019,Hybrid-Striped Bass,Fingerlings,8694
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,2019,Hybrid-Striped Bass,Fingerlings,19138
DILLON LAKE,-82.082083,39.990866,1279,2019,Hybrid-Striped Bass,Fingerlings,36268
SIPPO LAKE,-81.451672,40.803417,99,2019,Hybrid-Striped Bass,Fingerlings,2801
GUILFORD LAKE,-80.872028,40.795059,361,2019,Hybrid-Striped Bass,Fingerlings,10479
DALE WALBORN RESERVOIR,-81.177601,40.973158,658,2019,Hybrid-Striped Bass,Fingerlings,13348
CHARLES MILL RESERVOIR,-82.365997,40.740854,1347,2019,Hybrid-Striped Bass,Fingerlings,24379
SYCAMORE STATE PARK POND,NULL,NULL,N/A,2019,Channel Catfish,Catchable,500
MIRROR LAKE,-82.520658,40.028288,7,2019,Channel Catfish,Catchable,200
PEARSON METROPARK PONDS,-83.441404,41.638804,2,2019,Channel Catfish,Catchable,505
GIERTZ LAKE,-83.559920,41.030365,5,2019,Channel Catfish,Catchable,505
CLENDENING LAKE,-81.276497,40.268967,1702,2019,Blue Catfish,Fry,55715
SENECA LAKE,-81.438174,39.924472,3587,2019,Blue Catfish,Fry,56115
CAESAR CREEK LAKE,-84.061277,39.484992,2806,2019,Blue Catfish,Fry,70844
WHITE STAR QUARRY,-83.318687,41.371424,16,2019,Rainbow Trout,Fingerlings,29803
SYCAMORE STATE PARK POND,NULL,NULL,N/A,2019,Channel Catfish,Catchable,508
LAKE LORAMIE,-84.362362,40.363606,869,2019,Channel Catfish,Catchable,505
LONG LAKE,-81.543174,41.015056,224,2019,Channel Catfish,Yearling,5002
TURKEYFOOT LAKE,-81.543730,40.969256,474,2019,Channel Catfish,Yearling,2973
CAESAR CREEK LAKE,-84.061277,39.484992,2806,2019,Muskellunge,Adv. Fingerlings,1758
EASTWOOD LAKE,-84.145686,39.782494,196,2019,Yellow Perch,Adv. Fingerlings,1206
TURKEY CREEK LAKE,-83.189347,38.733354,49,2019,Channel Catfish,Yearling,1228
DOW LAKE,-82.017642,39.335373,172,2019,Channel Catfish,Yearling,2902
LAKE SNOWDEN,-82.187924,39.250071,143,2019,Channel Catfish,Yearling,3620
FOX LAKE,-82.192092,39.300071,53,2019,Channel Catfish,Yearling,1325
DOW LAKE,-82.017642,39.335373,172,2019,Channel Catfish,Yearling,1397
LAKE HOPE,-82.356263,39.320068,134,2019,Channel Catfish,Yearling,3354
ROSS LAKE,-82.905454,39.334753,127,2019,Channel Catfish,Yearling,3379
LAKE MILTON,-80.977591,41.127257,1694,2019,Muskellunge,Adv. Fingerlings,947
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,2019,Muskellunge,Adv. Fingerlings,1540
LEESVILLE LAKE,-81.194548,40.468665,1011,2019,Muskellunge,Adv. Fingerlings,1065
SALT FORK LAKE,-81.557065,40.104771,3060,2019,Muskellunge,Adv. Fingerlings,1955
CLENDENING LAKE,-81.276497,40.268967,1702,2019,Blue Catfish,Adv. Fingerlings,21168
ALUM CREEK LAKE,-82.963793,40.184249,3331,2019,Muskellunge,Adv. Fingerlings,1571
CLEARFORK RESERVOIR,-82.606283,40.698152,1033,2019,Muskellunge,Adv. Fingerlings,1011
DALE WALBORN RESERVOIR,-81.177601,40.973158,658,2019,Channel Catfish,Yearling,1511
DEER CREEK RESERVOIR,-81.116487,40.968658,334,2019,Channel Catfish,Yearling,1686
MOGADORE RESERVOIR,-81.380387,41.057857,1077,2019,Channel Catfish,Yearling,5088
BARNESVILLE RESERVOIR #3,-81.160026,39.908518,93,2019,Channel Catfish,Yearling,2224
SENECA LAKE,-81.438174,39.924472,3587,2019,Blue Catfish,Adv. Fingerlings,29763
C.J. BROWN RESERVOIR,-83.747149,39.950608,1964,2019,Muskellunge,Adv. Fingerlings,1374
ALUM CREEK LAKE,-82.963793,40.184249,3331,2019,Muskellunge,Adv. Fingerlings,970
LAKE WHITE,-83.013789,39.101454,333,2019,Channel Catfish,Yearling,3322
JACKSON LAKE,-82.602385,38.891770,252,2019,Channel Catfish,Yearling,3901
MARYSVILLE UPGROUND RESERVOIR,-83.397411,40.263621,155,2019,Channel Catfish,Yearling,3767
PIEDMONT LAKE,-81.213162,40.190368,2370,2019,Muskellunge,Adv. Fingerlings,1854
SALT FORK LAKE,-81.557065,40.104771,3060,2019,Muskellunge,Adv. Fingerlings,502
CAESAR CREEK LAKE,-84.061277,39.484992,2806,2019,Blue Catfish,Adv. Fingerlings,31967
SENECA LAKE,-81.438174,39.924472,3587,2019,Blue Catfish,Adv. Fingerlings,37060
ROWLAND NATURE PRESERVE LAKE,-82.144208,41.387973,12,2019,Channel Catfish,Yearling,343
BRUSHWOOD LAKE,NULL,NULL,N/A,2019,Channel Catfish,Yearling,78
WALKER ROAD POND,NULL,NULL,8.1500000000000004,2019,Channel Catfish,Yearling,206
WESTLAKE RECREATION CENTER POND,NULL,NULL,N/A,2019,Channel Catfish,Yearling,176
EAST RESERVOIR,-81.531229,41.001156,232,2019,Channel Catfish,Yearling,5021
WEST RESERVOIR,-81.535118,40.980356,98,2019,Channel Catfish,Yearling,2294
LEESVILLE LAKE,-81.194548,40.468665,1011,2019,Channel Catfish,Yearling,3712
OAKTHORPE LAKE,-82.447832,39.809329,43,2019,Channel Catfish,Yearling,1080
NEW LEXINGTON RESERVOIR 1A,-82.215604,39.733720,32,2019,Channel Catfish,Yearling,824
BLUE ROCK LAKE,-81.850411,39.817570,17,2019,Channel Catfish,Yearling,504
LAKE WHITE,-83.013789,39.101454,333,2019,Channel Catfish,Yearling,1922
JACKSON LAKE,-82.602385,38.891770,252,2019,Channel Catfish,Yearling,1196
AQUILLA LAKE,-81.169823,41.546152,27,2019,Channel Catfish,Yearling,675
PUNDERSON LAKE,-81.210446,41.460767,80,2019,Channel Catfish,Yearling,2025
TURKEYFOOT LAKE,-81.543730,40.969256,474,2019,Channel Catfish,Yearling,2054
RONSHEIM POND (HARRISON STATE FOREST),NULL,NULL,2.5,2019,Channel Catfish,Yearling,70
FERNWOOD POND SOUTH (FERNWOOD STATE FOREST),NULL,NULL,1,2019,Channel Catfish,Yearling,60
COOKS POND,NULL,NULL,3,2019,Channel Catfish,Yearling,80
NORTH SIPPO RESERVOIR,-81.507586,40.804040,6,2019,Channel Catfish,Yearling,155
PETROS LAKE,-81.451687,40.754906,13,2019,Channel Catfish,Yearling,335
SOUTHGATE PONDS,NULL,NULL,N/A,2019,Channel Catfish,Yearling,80
CLENDENING LAKE,-81.276497,40.268967,1702,2019,Blue Catfish,Adv. Fingerlings,21075
SENECA LAKE,-81.438174,39.924472,3587,2019,Blue Catfish,Adv. Fingerlings,14311
CAESAR CREEK LAKE,-84.061277,39.484992,2806,2019,Blue Catfish,Adv. Fingerlings,26030
LAKE MILTON,-80.977591,41.127257,1694,2019,Muskellunge,Adv. Fingerlings,102
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,2019,Muskellunge,Adv. Fingerlings,336
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2019,Brown Trout,Yearling,3969
MACOCHEE CREEK (GREAT MIAMI R),NULL,NULL,N/A,2019,Brown Trout,Yearling,792
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2019,Brown Trout,Yearling,3777
CAESAR CREEK LAKE,-84.061277,39.484992,2806,2019,Blue Catfish,Adv. Fingerlings,15535
SENECA LAKE,-81.438174,39.924472,3587,2019,Blue Catfish,Adv. Fingerlings,13932
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2019,Brown Trout,Yearling,2950
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2019,Brown Trout,Yearling,7493
LAKE ERIE,NULL,NULL,N/A,2019,Steelhead Trout,Fingerlings,31944
LAKE ERIE,NULL,NULL,N/A,2019,Steelhead Trout,Fingerlings,44624
WELLINGTON RESERVOIR SOUTH,-82.233492,41.142851,26,2019,Channel Catfish,Yearling,665
ZEPERNICK LAKE,-80.978146,40.788659,39,2019,Channel Catfish,Yearling,504
ISMOND POND,-80.766468,40.657262,7,2019,Channel Catfish,Yearling,175
RUFF POND,NULL,NULL,6,2019,Channel Catfish,Yearling,150
LEESVILLE LAKE,-81.194548,40.468665,1011,2019,Channel Catfish,Yearling,1015
Jesse Owens SP POND MB42,-81.732170,39.735065,24,2019,Channel Catfish,Yearling,455
Appalachian Hills WA POND MB46,-81.700097,39.751977,31,2019,Channel Catfish,Yearling,450
Jesse Owens SP POND MM34,-81.672481,39.729336,16.100000000000001,2019,Channel Catfish,Yearling,450
Appalachian Hills WA POND NB104,-81.686010,39.803932,13.199999999999999,2019,Channel Catfish,Yearling,450
Appalachian Hills WA POND NB105,-81.685664,39.803213,8.1999999999999993,2019,Channel Catfish,Yearling,450
Appalachian Hills WA POND MUM224,-81.722034,39.794748,37.200000000000003,2019,Channel Catfish,Yearling,450
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2019,Brown Trout,Yearling,380
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2019,Brown Trout,Yearling,984
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2019,Rainbow Trout,Catchable,1168
CLEAR CREEK (HOCKING R),NULL,NULL,N/A,2019,Rainbow Trout,Catchable,1856
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2019,Rainbow Trout,Catchable,146
HANCOCK COUNTY WETLANDS #1,NULL,NULL,20,2019,Largemouth Bass,Fingerlings,485
ALUM CREEK LAKE,-82.963793,40.184249,3331,2020,Muskellunge,Adv. Fingerlings,61
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2020,Brown Trout,Fingerlings,7647
NETTLE LAKE,-84.730407,41.679601,115,2020,Channel Catfish,Fingerlings,5782
ARCHBOLD RESERVOIR #1,-84.295251,41.520148,20,2020,Channel Catfish,Fingerlings,1033
ARCHBOLD RESERVOIR #2,-84.289382,41.518929,43,2020,Channel Catfish,Fingerlings,2168
WAUSEON RESERVOIR #1,-84.151879,41.511738,11,2020,Channel Catfish,Fingerlings,578
WAUSEON RESERVOIR #2,-84.149402,41.511667,50,2020,Channel Catfish,Fingerlings,2519
DELPHOS-GILLMOR RESERVOIR,-84.363995,40.877874,49,2020,Channel Catfish,Fingerlings,2478
GRANT LAKE,-83.929124,38.996626,178,2020,Channel Catfish,Fingerlings,8921
STONELICK LAKE,-84.084333,39.216022,161,2020,Channel Catfish,Fingerlings,8054
HARGUS LAKE,-82.887399,39.626751,143,2020,Channel Catfish,Fingerlings,7150
MADISON LAKE,-83.376307,39.866132,98,2020,Channel Catfish,Fingerlings,2467
CLARK LAKE,-83.660480,39.948114,97,2020,Channel Catfish,Fingerlings,4867
EASTWOOD LAKE,-84.145686,39.782494,196,2020,Channel Catfish,Fingerlings,7639
ADAMS LAKE,-83.516026,38.813935,37,2020,Rainbow Trout,Catchable,1550
FORKED RUN LAKE,-81.767632,39.091778,110,2020,Rainbow Trout,Catchable,1653
RUSH RUN LAKE,-84.612101,39.593845,54,2020,Rainbow Trout,Catchable,2070
TIMBRE RIDGE LAKE,-82.381408,38.654313,97,2020,Rainbow Trout,Catchable,1000
LAKE ALMA,-82.517937,39.144467,68,2020,Rainbow Trout,Catchable,750
CALDWELL LAKE,-82.954220,39.229887,10,2020,Rainbow Trout,Catchable,600
ROCKY FORK SOUTH BEACH POND,-83.475847,39.182035,0.5,2020,Rainbow Trout,Catchable,600
PIKE LAKE,-83.218797,39.159445,13,2020,Rainbow Trout,Catchable,500
WOLF RUN LAKE,-81.548180,39.790673,208,2020,Rainbow Trout,Catchable,2595
NEW LEXINGTON RESERVOIR,NULL,NULL,N/A,2020,Rainbow Trout,Catchable,2400
BLUE ROCK LAKE,-81.850411,39.817570,17,2020,Rainbow Trout,Catchable,854
DOW LAKE,-82.017642,39.335373,172,2020,Rainbow Trout,Catchable,2586
CLARK LAKE,-83.660480,39.948114,97,2020,Rainbow Trout,Catchable,2127
BARNESVILLE RESERVOIR #3,-81.160026,39.908518,93,2020,Rainbow Trout,Catchable,3074
BELMONT LAKE,-81.008987,40.033671,109,2020,Rainbow Trout,Catchable,2135
HINCKLEY LAKE,-81.720128,41.226454,80,2020,Rainbow Trout,Catchable,2003
MT. GILEAD LAKE,-82.817123,40.549250,16,2020,Rainbow Trout,Catchable,600
FOUNDATION PARK,-82.491647,40.386537,7,2020,Rainbow Trout,Catchable,600
BLUE LIMESTONE PARK,NULL,NULL,3,2020,Rainbow Trout,Catchable,500
FOREST HILL POND,NULL,NULL,6,2020,Rainbow Trout,Catchable,500
SHADOW LAKE,NULL,NULL,4,2020,Rainbow Trout,Catchable,502
QUARRY PARK,NULL,NULL,10,2020,Rainbow Trout,Catchable,600
LAMBERJACK LAKE,-83.432109,41.158345,32,2020,Rainbow Trout,Catchable,1005
WALKER ROAD POND,NULL,NULL,8.1500000000000004,2020,Rainbow Trout,Catchable,503
ROWLAND NATURE PRESERVE LAKE,-82.144208,41.387973,12,2020,Rainbow Trout,Catchable,601
PUNDERSON LAKE,-81.210446,41.460767,80,2020,Rainbow Trout,Catchable,2002
CENCI PARK LAKE,-82.607983,39.707059,9,2020,Rainbow Trout,Catchable,306
HERITAGE PARK,NULL,NULL,5,2020,Rainbow Trout,Catchable,754
YOCTANGEE PARK LAKE,NULL,NULL,6,2020,Rainbow Trout,Catchable,750
SHELBY RESERVOIR #3,-82.652779,40.909478,51,2020,Rainbow Trout,Catchable,2001
NORWALK RESERVOIR #1,-82.589899,41.238347,32,2020,Rainbow Trout,Catchable,1021
PEARSON METROPARK PONDS,-83.441404,41.638804,2,2020,Rainbow Trout,Catchable,1264
EAST HARBOR STATE PARK POND,NULL,NULL,2,2020,Rainbow Trout,Catchable,504
VESUVIUS LAKE,-82.630439,38.606473,106,2020,Rainbow Trout,Catchable,2679
WHITE STAR QUARRY,-83.318687,41.371424,16,2020,Rainbow Trout,Catchable,1504
SWANTON WATERWORKS RESERVOIR,-83.873831,41.568890,20,2020,Rainbow Trout,Catchable,1008
VETERAN'S PARK POND,NULL,NULL,34,2020,Rainbow Trout,Catchable,1741
DEFIANCE RESERVOIR,-84.395332,41.267900,73,2020,Yellow Perch,Fry,37500
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2020,Yellow Perch,Fry,1897500
BUCKEYE LAKE,-82.488212,39.927860,2851,2020,Yellow Perch,Fry,1440000
WILLIAMS RESERVOIR,NULL,NULL,640,2020,Yellow Perch,Fry,322500
BRESLER RESERVOIR,-84.229082,40.730660,582,2020,Yellow Perch,Fry,292500
RILEY RESERVOIR,-82.933241,40.827245,31,2020,Yellow Perch,Fry,18750
FREMONT RESERVOIR,NULL,NULL,100,2020,Yellow Perch,Fry,52500
ROSE LAKE,-82.537895,39.424910,21,2020,Rainbow Trout,Catchable,1588
DELTA RESERVOIR #2,-84.013367,41.591180,52,2020,Rainbow Trout,Catchable,2002
MCKARNS LAKE,-84.655914,41.556948,40,2020,Rainbow Trout,Catchable,2002
TURKEY CREEK LAKE,-83.189347,38.733354,49,2020,Rainbow Trout,Catchable,2721
ROOSEVELT LAKE,-83.175409,38.725919,15.5,2020,Rainbow Trout,Catchable,817
SENECA LAKE,-81.438174,39.924472,3587,2020,Saugeye,Fry,2551520
LIMA LAKE,-84.050626,40.757473,87,2020,Rainbow Trout,Catchable,1309
MOSQUITO LAKE,-80.758136,41.300057,7204,2020,Walleye,Fry,3363510
SENECA LAKE,-81.438174,39.924472,3587,2020,Saugeye,Fry,1583560
ALUM CREEK LAKE,-82.963793,40.184249,3331,2020,Saugeye,Fry,2995240
ALUM CREEK LAKE,-82.963793,40.184249,3331,2020,Saugeye,Fry,477440
INDIAN LAKE,-83.875493,40.467488,5036,2020,Saugeye,Fry,1017170
MOSQUITO LAKE,-80.758136,41.300057,7204,2020,Walleye,Fry,5940920
BERLIN LAKE,-81.002592,41.046758,3132,2020,Walleye,Fry,2193600
DAVIS LAKE,NULL,NULL,N/A,2020,Rainbow Trout,Catchable,503
TAWAWA LAKE,-84.139386,40.287657,4,2020,Rainbow Trout,Catchable,501
VAN WERT RESERVOIR #1,-84.579849,40.849321,61,2020,Rainbow Trout,Catchable,2118
SYCAMORE STATE PARK POND,NULL,NULL,N/A,2020,Rainbow Trout,Catchable,646
JACKSON CITY RESERVOIR,-82.684611,39.056465,162,2020,Rainbow Trout,Catchable,3019
PETROS LAKE,-81.451687,40.754906,13,2020,Rainbow Trout,Catchable,694
PAINESVILLE RECREATION PARK POND,NULL,NULL,N/A,2020,Rainbow Trout,Catchable,507
CAESAR CREEK LAKE,-84.061277,39.484992,2806,2020,Saugeye,Fry,3713175
BUCKEYE LAKE,-82.488212,39.927860,2851,2020,Saugeye,Fry,2000000
BERLIN LAKE,-81.002592,41.046758,3132,2020,Walleye,Fry,2550000
BERLIN LAKE,-81.002592,41.046758,3132,2020,Walleye,Fry,741000
