location_name,longitude,latitude,acres,year,species_name,stagename,numberstocked
LEESVILLE LAKE,-81.194548,40.468665,1011,2003,Muskellunge,Adv. Fingerlings,1250
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2003,Brown Trout,Yearling,8286
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2003,Brown Trout,Yearling,8353
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2003,Brown Trout,Adv. Fingerlings,2160
LAKE MILTON,-80.977591,41.127257,1694,2003,Muskellunge,Adv. Fingerlings,271
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2003,Brown Trout,Yearling,7782
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2003,Brown Trout,Yearling,3256
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2003,Brown Trout,Yearling,3777
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2003,Brown Trout,Fingerlings,2468
CLEAR CREEK (HOCKING R),NULL,NULL,N/A,2003,Brown Trout,Yearling,1751
CANTERS CAVE POND,NULL,NULL,N/A,1998,Golden Trout,Yearling,150
CLEAR CREEK (HOCKING R),NULL,NULL,N/A,2003,Brown Trout,Yearling,1751
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2003,Brown Trout,Yearling,3717
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2003,Brown Trout,Yearling,3682
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2003,Brown Trout,Yearling,1833
CANTERS CAVE POND,NULL,NULL,N/A,1998,Rainbow Trout,Yearling,150
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2004,Brown Trout,Fingerlings,30836
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2004,Brown Trout,Fingerlings,25992
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,1998,Brown Trout,Fingerlings,12296
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2004,Brown Trout,Fingerlings,27360
ANTRIM LAKE,-83.033796,40.077248,43,2004,Rainbow Trout,Fingerlings,13088
ALUM CREEK LAKE,-82.963793,40.184249,3331,2004,Muskellunge,Fry,15918
ALUM CREEK LAKE,-82.963793,40.184249,3331,2004,Muskellunge,Fry,13000
ALUM CREEK LAKE,-82.963793,40.184249,3331,2004,Muskellunge,Fingerlings,11565
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2004,Brown Trout,Fingerlings,7875
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,1998,Brown Trout,Fingerlings,12455
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2004,Brown Trout,Fingerlings,3937
PINE RUN (MUSKINGUM R),NULL,NULL,N/A,2004,Brown Trout,Fingerlings,3937
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,2004,Muskellunge,Adv. Fingerlings,1214
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,2004,Muskellunge,Adv. Fingerlings,1437
CLEARFORK RESERVOIR,-82.606283,40.698152,1033,2004,Muskellunge,Adv. Fingerlings,854
CLEARFORK RESERVOIR,-82.606283,40.698152,1033,2004,Muskellunge,Adv. Fingerlings,112
LEESVILLE LAKE,-81.194548,40.468665,1011,2004,Muskellunge,Adv. Fingerlings,849
LEESVILLE LAKE,-81.194548,40.468665,1011,2004,Muskellunge,Adv. Fingerlings,45
SALT FORK LAKE,-81.557065,40.104771,3060,2004,Muskellunge,Adv. Fingerlings,660
SALT FORK LAKE,-81.557065,40.104771,3060,2004,Muskellunge,Adv. Fingerlings,1090
SALT FORK LAKE,-81.557065,40.104771,3060,2004,Muskellunge,Adv. Fingerlings,747
SALT FORK LAKE,-81.557065,40.104771,3060,2004,Muskellunge,Adv. Fingerlings,456
COWAN LAKE,-83.924930,39.388295,694,2004,Muskellunge,Adv. Fingerlings,433
COWAN LAKE,-83.924930,39.388295,694,2004,Muskellunge,Fingerlings,99
COWAN LAKE,-83.924930,39.388295,694,2004,Muskellunge,Adv. Fingerlings,188
ALUM CREEK LAKE,-82.963793,40.184249,3331,2004,Muskellunge,Adv. Fingerlings,271
ALUM CREEK LAKE,-82.963793,40.184249,3331,2004,Muskellunge,Adv. Fingerlings,198
ALUM CREEK LAKE,-82.963793,40.184249,3331,2004,Muskellunge,Adv. Fingerlings,565
ALUM CREEK LAKE,-82.963793,40.184249,3331,2004,Muskellunge,Adv. Fingerlings,236
ALUM CREEK LAKE,-82.963793,40.184249,3331,2004,Muskellunge,Adv. Fingerlings,147
LEESVILLE LAKE,-81.194548,40.468665,1011,2004,Muskellunge,Adv. Fingerlings,106
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2004,Brown Trout,Yearling,6893
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2004,Brown Trout,Yearling,6856
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2004,Brown Trout,Yearling,6738
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2004,Brown Trout,Yearling,6442
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2004,Brown Trout,Yearling,6713
BLUE ROCK LAKE,-81.850411,39.817570,17,2004,Rainbow Trout,Catchable,751
RUSH RUN LAKE,-84.612101,39.593845,54,2004,Rainbow Trout,Catchable,1200
SYCAMORE STATE PARK POND,NULL,NULL,N/A,2004,Rainbow Trout,Catchable,650
TAWAWA LAKE,-84.139386,40.287657,4,2004,Rainbow Trout,Catchable,655
TIMBRE RIDGE LAKE,-82.381408,38.654313,97,2004,Rainbow Trout,Catchable,1010
YOCTANGEE PARK LAKE,NULL,NULL,6,2004,Rainbow Trout,Catchable,770
CALDWELL LAKE,-82.954220,39.229887,10,2004,Rainbow Trout,Catchable,761
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1998,Rainbow Trout,Yearling,1948
FOUNDATION PARK,-82.491647,40.386537,7,2004,Rainbow Trout,Catchable,1050
HERITAGE PARK,NULL,NULL,5,2004,Rainbow Trout,Catchable,750
EYMAN PARK,NULL,NULL,4,2004,Rainbow Trout,Catchable,706
STONELICK LAKE,-84.084333,39.216022,161,2004,Rainbow Trout,Catchable,2016
ANTRIM LAKE,-83.033796,40.077248,43,2004,Rainbow Trout,Catchable,1966
CLEAR CREEK (HOCKING R),NULL,NULL,N/A,2004,Brown Trout,Yearling,1804
CLEAR CREEK (HOCKING R),NULL,NULL,N/A,2004,Brown Trout,Yearling,1699
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2004,Brown Trout,Yearling,4368
SYCAMORE STATE PARK POND,NULL,NULL,N/A,2004,Rainbow Trout,Catchable,1521
ANTRIM LAKE,-83.033796,40.077248,43,2004,Rainbow Trout,Catchable,2342
ANTRIM LAKE,-83.033796,40.077248,43,2005,Rainbow Trout,Fingerlings,34773
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2005,Brown Trout,Fingerlings,22330
ANTRIM LAKE,-83.033796,40.077248,43,2005,Rainbow Trout,Fingerlings,41000
ANTRIM LAKE,-83.033796,40.077248,43,2005,Rainbow Trout,Fingerlings,13042
ANTRIM LAKE,-83.033796,40.077248,43,2005,Golden Trout,Fingerlings,8496
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2005,Brown Trout,Fingerlings,5375
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2005,Brown Trout,Fingerlings,17979
PINE RUN (MUSKINGUM R),NULL,NULL,N/A,2005,Brown Trout,Fingerlings,14275
MOSQUITO LAKE,-80.758136,41.300057,7204,2005,Walleye,Fry,635775
MOSQUITO LAKE,-80.758136,41.300057,7204,2005,Walleye,Fry,660500
BUCKEYE LAKE,-82.488212,39.927860,2851,2005,Striped Bass (male) x White bass (female),Fry,400000
ALUM CREEK LAKE,-82.963793,40.184249,3331,2005,Muskellunge,Fry,13500
CAESAR CREEK LAKE,-84.061277,39.484992,2806,2005,Muskellunge,Fingerlings,1300
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,2005,Muskellunge,Adv. Fingerlings,1744
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,2005,Muskellunge,Adv. Fingerlings,872
CLEARFORK RESERVOIR,-82.606283,40.698152,1033,2005,Muskellunge,Adv. Fingerlings,942
CLEARFORK RESERVOIR,-82.606283,40.698152,1033,2005,Muskellunge,Adv. Fingerlings,70
LEESVILLE LAKE,-81.194548,40.468665,1011,2005,Muskellunge,Adv. Fingerlings,828
LEESVILLE LAKE,-81.194548,40.468665,1011,2005,Muskellunge,Adv. Fingerlings,217
SALT FORK LAKE,-81.557065,40.104771,3060,2005,Muskellunge,Adv. Fingerlings,884
SALT FORK LAKE,-81.557065,40.104771,3060,2005,Muskellunge,Adv. Fingerlings,780
SALT FORK LAKE,-81.557065,40.104771,3060,2005,Muskellunge,Adv. Fingerlings,744
SALT FORK LAKE,-81.557065,40.104771,3060,2005,Muskellunge,Adv. Fingerlings,698
ALUM CREEK LAKE,-82.963793,40.184249,3331,2005,Muskellunge,Adv. Fingerlings,1209
ALUM CREEK LAKE,-82.963793,40.184249,3331,2005,Muskellunge,Adv. Fingerlings,705
ALUM CREEK LAKE,-82.963793,40.184249,3331,2005,Muskellunge,Adv. Fingerlings,63
ALUM CREEK LAKE,-82.963793,40.184249,3331,2005,Muskellunge,Adv. Fingerlings,48
ALUM CREEK LAKE,-82.963793,40.184249,3331,2005,Muskellunge,Adv. Fingerlings,181
ALUM CREEK LAKE,-82.963793,40.184249,3331,2005,Muskellunge,Adv. Fingerlings,16
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2005,Brown Trout,Yearling,7665
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2005,Brown Trout,Adv. Fingerlings,7533
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2005,Brown Trout,Yearling,6541
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2005,Brown Trout,Yearling,7768
CLEAR CREEK (HOCKING R),NULL,NULL,N/A,2005,Brown Trout,Yearling,1169
CLEAR CREEK (HOCKING R),NULL,NULL,N/A,2005,Brown Trout,Yearling,1155
CLEAR CREEK (HOCKING R),NULL,NULL,N/A,2005,Brown Trout,Yearling,1659
BLUE ROCK LAKE,-81.850411,39.817570,17,2005,Rainbow Trout,Catchable,750
RUSH RUN LAKE,-84.612101,39.593845,54,2005,Rainbow Trout,Catchable,1200
SYCAMORE STATE PARK POND,NULL,NULL,N/A,2005,Rainbow Trout,Catchable,650
TAWAWA LAKE,-84.139386,40.287657,4,2005,Rainbow Trout,Catchable,650
TIMBRE RIDGE LAKE,-82.381408,38.654313,97,2005,Rainbow Trout,Catchable,1000
YOCTANGEE PARK LAKE,NULL,NULL,6,2005,Rainbow Trout,Catchable,750
CLEARFORK RESERVOIR,-82.606283,40.698152,1033,1998,Muskellunge,Adv. Fingerlings,698
CALDWELL LAKE,-82.954220,39.229887,10,2005,Rainbow Trout,Catchable,753
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2005,Brown Trout,Yearling,5903
HERITAGE PARK,NULL,NULL,5,2005,Rainbow Trout,Fingerlings,760
FOUNDATION PARK,-82.491647,40.386537,7,2005,Rainbow Trout,Catchable,1053
STONELICK LAKE,-84.084333,39.216022,161,2005,Rainbow Trout,Catchable,2042
EYMAN PARK,NULL,NULL,4,2005,Rainbow Trout,Catchable,700
ANTRIM LAKE,-83.033796,40.077248,43,2005,Rainbow Trout,Catchable,2028
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2005,Brown Trout,Yearling,3563
CLEARFORK RESERVOIR,-82.606283,40.698152,1033,1998,Muskellunge,Adv. Fingerlings,302
LEESVILLE LAKE,-81.194548,40.468665,1011,1998,Muskellunge,Adv. Fingerlings,1000
ANTRIM LAKE,-83.033796,40.077248,43,2006,Rainbow Trout,Fingerlings,57422
ANTRIM LAKE,-83.033796,40.077248,43,2006,Rainbow Trout,Fingerlings,24672
CHAGRIN RIVER (LAKE ERIE),NULL,NULL,N/A,1998,Rainbow Trout,Yearling,3137
SALT FORK LAKE,-81.557065,40.104771,3060,1998,Muskellunge,Adv. Fingerlings,560
ANTRIM LAKE,-83.033796,40.077248,43,2006,Rainbow Trout,Fingerlings,24288
ANTRIM LAKE,-83.033796,40.077248,43,2006,Rainbow Trout,Fingerlings,80895
ANTRIM LAKE,-83.033796,40.077248,43,2006,Rainbow Trout,Fingerlings,39495
RUSH RUN LAKE,-84.612101,39.593845,54,2006,Rainbow Trout,Catchable,601
RUSH RUN LAKE,-84.612101,39.593845,54,2006,Rainbow Trout,Catchable,2400
ADAMS LAKE,-83.516026,38.813935,37,2006,Rainbow Trout,Catchable,2524
NEW LEXINGTON RESERVOIR 1B,-82.231657,39.746578,43,2006,Rainbow Trout,Catchable,1276
CAESAR CREEK LAKE,-84.061277,39.484992,2806,1998,Muskellunge,Adv. Fingerlings,777
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2006,Brown Trout,Fingerlings,21215
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2006,Brown Trout,Fingerlings,21215
CLARK LAKE,-83.660480,39.948114,97,2006,Rainbow Trout,Catchable,2654
STONELICK LAKE,-84.084333,39.216022,161,2006,Rainbow Trout,Catchable,2701
SYCAMORE STATE PARK POND,NULL,NULL,N/A,2006,Rainbow Trout,Catchable,528
SYCAMORE STATE PARK POND,NULL,NULL,N/A,2006,Rainbow Trout,Catchable,272
ANTRIM LAKE,-83.033796,40.077248,43,2006,Rainbow Trout,Catchable,1438
CAESAR CREEK LAKE,-84.061277,39.484992,2806,1998,Muskellunge,Adv. Fingerlings,1393
MOSQUITO LAKE,-80.758136,41.300057,7204,2006,Walleye,Fry,2300000
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2006,Brown Trout,Fingerlings,14805
CEDAR FORK (MUSKINGUM R),NULL,NULL,N/A,2006,Brown Trout,Fingerlings,4000
PINE RUN (MUSKINGUM R),NULL,NULL,N/A,2006,Brown Trout,Fingerlings,4100
BUCKEYE LAKE,-82.488212,39.927860,2851,2006,Striped Bass (male) x White bass (female),Fry,230000
DILLON LAKE,-82.082083,39.990866,1279,2006,Striped Bass (male) x White bass (female),Fry,140000
CHARLES MILL RESERVOIR,-82.365997,40.740854,1347,2006,Striped Bass (male) x White bass (female),Fry,135000
EAST FORK LAKE,-84.151688,39.022284,2107,2006,Striped Bass (male) x White bass (female),Fry,1140000
CAESAR CREEK LAKE,-84.061277,39.484992,2806,1998,Muskellunge,Adv. Fingerlings,2094
CLEARFORK RESERVOIR,-82.606283,40.698152,1033,2006,Muskellunge,Adv. Fingerlings,2109
CLEARFORK RESERVOIR,-82.606283,40.698152,1033,2006,Muskellunge,Adv. Fingerlings,503
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,2006,Muskellunge,Adv. Fingerlings,1579
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,2006,Muskellunge,Adv. Fingerlings,743
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,2006,Muskellunge,Adv. Fingerlings,292
SALT FORK LAKE,-81.557065,40.104771,3060,2006,Muskellunge,Adv. Fingerlings,956
SALT FORK LAKE,-81.557065,40.104771,3060,2006,Muskellunge,Adv. Fingerlings,775
SALT FORK LAKE,-81.557065,40.104771,3060,2006,Muskellunge,Adv. Fingerlings,941
SALT FORK LAKE,-81.557065,40.104771,3060,2006,Muskellunge,Adv. Fingerlings,434
COWAN LAKE,-83.924930,39.388295,694,2006,Muskellunge,Adv. Fingerlings,846
CAESAR CREEK LAKE,-84.061277,39.484992,2806,1998,Muskellunge,Adv. Fingerlings,1396
COWAN LAKE,-83.924930,39.388295,694,2006,Muskellunge,Adv. Fingerlings,138
COWAN LAKE,-83.924930,39.388295,694,2006,Muskellunge,Adv. Fingerlings,25
LEESVILLE LAKE,-81.194548,40.468665,1011,2006,Muskellunge,Adv. Fingerlings,1100
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2006,Brown Trout,Yearling,6249
CLEAR CREEK (HOCKING R),NULL,NULL,N/A,2006,Brown Trout,Yearling,2179
CLEAR CREEK (HOCKING R),NULL,NULL,N/A,2006,Brown Trout,Yearling,1473
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2006,Brown Trout,Yearling,5171
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2006,Brown Trout,Yearling,7127
LAKE MILTON,-80.977591,41.127257,1694,1998,Muskellunge,Adv. Fingerlings,1599
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2006,Brown Trout,Yearling,1559
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2006,Brown Trout,Yearling,5336
BLUE ROCK LAKE,-81.850411,39.817570,17,2006,Rainbow Trout,Catchable,752
RUSH RUN LAKE,-84.612101,39.593845,54,2006,Rainbow Trout,Catchable,1210
SYCAMORE STATE PARK POND,NULL,NULL,N/A,2006,Rainbow Trout,Catchable,657
TAWAWA LAKE,-84.139386,40.287657,4,2006,Rainbow Trout,Catchable,650
TIMBRE RIDGE LAKE,-82.381408,38.654313,97,2006,Rainbow Trout,Catchable,999
CALDWELL LAKE,-82.954220,39.229887,10,2006,Rainbow Trout,Catchable,748
LAKE MILTON,-80.977591,41.127257,1694,1998,Muskellunge,Adv. Fingerlings,93
YOCTANGEE PARK LAKE,NULL,NULL,6,2006,Rainbow Trout,Catchable,753
FOUNDATION PARK,-82.491647,40.386537,7,2006,Rainbow Trout,Catchable,1055
HERITAGE PARK,NULL,NULL,5,2006,Rainbow Trout,Catchable,763
EYMAN PARK,NULL,NULL,4,2006,Rainbow Trout,Catchable,701
ANTRIM LAKE,-83.033796,40.077248,43,2006,Rainbow Trout,Catchable,1826
STONELICK LAKE,-84.084333,39.216022,161,2006,Rainbow Trout,Catchable,2000
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,1998,Brown Trout,Yearling,1000
ANTRIM LAKE,-83.033796,40.077248,43,2007,Rainbow Trout,Fry,46067
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,1998,Brown Trout,Yearling,9000
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2007,Brown Trout,Fingerlings,51321
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2007,Brown Trout,Fingerlings,32920
GIERTZ LAKE,-83.559920,41.030365,5,2007,Rainbow Trout,Catchable,960
ANTRIM LAKE,-83.033796,40.077248,43,2007,Rainbow Trout,Fingerlings,56006
ALUM CREEK LAKE,-82.963793,40.184249,3331,2007,Muskellunge,Fry,19754
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,2007,Muskellunge,Adv. Fingerlings,527
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,2007,Muskellunge,Adv. Fingerlings,1448
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,2007,Muskellunge,Adv. Fingerlings,641
LEESVILLE LAKE,-81.194548,40.468665,1011,2007,Muskellunge,Adv. Fingerlings,261
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,1998,Brown Trout,Yearling,10000
LEESVILLE LAKE,-81.194548,40.468665,1011,2007,Muskellunge,Adv. Fingerlings,525
LEESVILLE LAKE,-81.194548,40.468665,1011,2007,Muskellunge,Adv. Fingerlings,282
COWAN LAKE,-83.924930,39.388295,694,2007,Muskellunge,Adv. Fingerlings,227
COWAN LAKE,-83.924930,39.388295,694,2007,Muskellunge,Adv. Fingerlings,76
COWAN LAKE,-83.924930,39.388295,694,2007,Muskellunge,Adv. Fingerlings,65
COWAN LAKE,-83.924930,39.388295,694,2007,Muskellunge,Adv. Fingerlings,95
COWAN LAKE,-83.924930,39.388295,694,2007,Muskellunge,Adv. Fingerlings,194
CLEARFORK RESERVOIR,-82.606283,40.698152,1033,2007,Muskellunge,Adv. Fingerlings,2069
CAESAR CREEK LAKE,-84.061277,39.484992,2806,2007,Muskellunge,Adv. Fingerlings,150
COWAN LAKE,-83.924930,39.388295,694,2007,Muskellunge,Adv. Fingerlings,100
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1998,Rainbow Trout,Yearling,3202
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,1998,Brown Trout,Yearling,5019
CAESAR CREEK LAKE,-84.061277,39.484992,2806,2007,Muskellunge,Adv. Fingerlings,192
LAKE MILTON,-80.977591,41.127257,1694,2007,Muskellunge,Adv. Fingerlings,791
LAKE MILTON,-80.977591,41.127257,1694,2007,Muskellunge,Adv. Fingerlings,893
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2007,Brown Trout,Yearling,6320
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2007,Brown Trout,Yearling,6180
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2007,Brown Trout,Yearling,5030
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2007,Brown Trout,Yearling,4972
TAWAWA LAKE,-84.139386,40.287657,4,2007,Rainbow Trout,Catchable,660
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,1998,Brown Trout,Yearling,6739
FOUNDATION PARK,-82.491647,40.386537,7,2007,Rainbow Trout,Catchable,1052
HERITAGE PARK,NULL,NULL,5,2007,Rainbow Trout,Catchable,770
EYMAN PARK,NULL,NULL,4,2007,Rainbow Trout,Catchable,827
RUSH RUN LAKE,-84.612101,39.593845,54,2007,Rainbow Trout,Catchable,1212
YOCTANGEE PARK LAKE,NULL,NULL,6,2007,Rainbow Trout,Catchable,748
CALDWELL LAKE,-82.954220,39.229887,10,2007,Rainbow Trout,Catchable,767
CLEAR CREEK (HOCKING R),NULL,NULL,N/A,2007,Brown Trout,Yearling,3522
STONELICK LAKE,-84.084333,39.216022,161,2007,Rainbow Trout,Catchable,2000
BLUE ROCK LAKE,-81.850411,39.817570,17,2007,Rainbow Trout,Catchable,750
TIMBRE RIDGE LAKE,-82.381408,38.654313,97,2007,Rainbow Trout,Catchable,1033
ANTRIM LAKE,-83.033796,40.077248,43,2007,Rainbow Trout,Catchable,2048
SYCAMORE STATE PARK POND,NULL,NULL,N/A,2007,Rainbow Trout,Catchable,653
LIMA LAKE,-84.050626,40.757473,87,2007,Rainbow Trout,Catchable,838
ANTRIM LAKE,-83.033796,40.077248,43,2007,Rainbow Trout,Catchable,838
CLEAR CREEK (HOCKING R),NULL,NULL,N/A,1998,Brown Trout,Yearling,1750
RUSH RUN LAKE,-84.612101,39.593845,54,2007,Rainbow Trout,Catchable,1140
VESUVIUS LAKE,-82.630439,38.606473,106,2007,Rainbow Trout,Catchable,752
BLUE LIMESTONE PARK,NULL,NULL,3,2007,Rainbow Trout,Catchable,752
ALUM CREEK LAKE,-82.963793,40.184249,3331,2008,Muskellunge,Fry,135825
CLEAR CREEK (HOCKING R),NULL,NULL,N/A,1998,Brown Trout,Yearling,1750
MADISON LAKE,-83.376307,39.866132,98,2008,Rainbow Trout,Catchable,750
CLEARFORK RESERVOIR,-82.606283,40.698152,1033,2008,Muskellunge,Adv. Fingerlings,1136
ALUM CREEK LAKE,-82.963793,40.184249,3331,2008,Muskellunge,Adv. Fingerlings,851
ALUM CREEK LAKE,-82.963793,40.184249,3331,2008,Muskellunge,Adv. Fingerlings,730
ALUM CREEK LAKE,-82.963793,40.184249,3331,2008,Muskellunge,Adv. Fingerlings,938
ALUM CREEK LAKE,-82.963793,40.184249,3331,2008,Muskellunge,Adv. Fingerlings,1067
ALUM CREEK LAKE,-82.963793,40.184249,3331,2008,Muskellunge,Adv. Fingerlings,49
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2008,Brown Trout,Yearling,10048
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2008,Brown Trout,Yearling,8013
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2008,Brown Trout,Yearling,4862
CLEAR CREEK (HOCKING R),NULL,NULL,N/A,2008,Brown Trout,Yearling,1776
CLEAR CREEK (HOCKING R),NULL,NULL,N/A,2008,Brown Trout,Yearling,1758
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2008,Brown Trout,Yearling,4315
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2008,Brown Trout,Yearling,6260
FOUNDATION PARK,-82.491647,40.386537,7,2008,Rainbow Trout,Catchable,1750
TAWAWA LAKE,-84.139386,40.287657,4,2008,Rainbow Trout,Catchable,650
RUSH RUN LAKE,-84.612101,39.593845,54,2008,Rainbow Trout,Catchable,1212
ROSE LAKE,-82.537895,39.424910,21,2008,Rainbow Trout,Catchable,1020
EYMAN PARK,NULL,NULL,4,2008,Rainbow Trout,Catchable,567
HERITAGE PARK,NULL,NULL,5,2008,Rainbow Trout,Catchable,752
STONELICK LAKE,-84.084333,39.216022,161,2008,Rainbow Trout,Catchable,2011
YOCTANGEE PARK LAKE,NULL,NULL,6,2008,Rainbow Trout,Catchable,755
CALDWELL LAKE,-82.954220,39.229887,10,2008,Rainbow Trout,Catchable,756
EYMAN PARK,NULL,NULL,4,2008,Rainbow Trout,Catchable,156
BLUE ROCK LAKE,-81.850411,39.817570,17,2008,Rainbow Trout,Catchable,763
TIMBRE RIDGE LAKE,-82.381408,38.654313,97,2008,Rainbow Trout,Catchable,1009
ANTRIM LAKE,-83.033796,40.077248,43,2008,Rainbow Trout,Catchable,2016
SYCAMORE STATE PARK POND,NULL,NULL,N/A,2008,Rainbow Trout,Catchable,660
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2009,Brown Trout,Fry,531600
ANTRIM LAKE,-83.033796,40.077248,43,2009,Rainbow Trout,Fingerlings,81577
ALUM CREEK LAKE,-82.963793,40.184249,3331,2009,Muskellunge,Fry,119903
ALUM CREEK LAKE,-82.963793,40.184249,3331,2009,Muskellunge,Fry,26115
ALUM CREEK LAKE,-82.963793,40.184249,3331,2009,Muskellunge,Fry,24410
ALUM CREEK LAKE,-82.963793,40.184249,3331,2009,Muskellunge,Fingerlings,5757
ALUM CREEK LAKE,-82.963793,40.184249,3331,2009,Muskellunge,Adv. Fingerlings,658
ALUM CREEK LAKE,-82.963793,40.184249,3331,2009,Muskellunge,Adv. Fingerlings,1046
ALUM CREEK LAKE,-82.963793,40.184249,3331,2009,Muskellunge,Adv. Fingerlings,1257
ALUM CREEK LAKE,-82.963793,40.184249,3331,2009,Muskellunge,Adv. Fingerlings,231
CLEARFORK RESERVOIR,-82.606283,40.698152,1033,2009,Muskellunge,Adv. Fingerlings,247
LEESVILLE LAKE,-81.194548,40.468665,1011,2009,Muskellunge,Adv. Fingerlings,1064
LAKE MILTON,-80.977591,41.127257,1694,2009,Muskellunge,Adv. Fingerlings,1363
LAKE MILTON,-80.977591,41.127257,1694,2009,Muskellunge,Adv. Fingerlings,321
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,2009,Muskellunge,Adv. Fingerlings,309
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,2009,Muskellunge,Adv. Fingerlings,164
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,2009,Muskellunge,Adv. Fingerlings,64
CLEARFORK RESERVOIR,-82.606283,40.698152,1033,2009,Muskellunge,Adv. Fingerlings,687
CLEAR FORK MOHICAN RIVER (MUSKINGUM R),NULL,NULL,N/A,2009,Brown Trout,Yearling,5971
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,2009,Brown Trout,Yearling,5728
